,patent_id,text
91,4791746,"A display device component comprising:a plate having a passage therethrough openings into first and second opposite surfaces of said plate, said plate having a display indicium on said first surface thereof; andan integral light-transmissive element fixedly secured in said passage and having a first lensed surface adjacent said plate first surface, a second lensed surface adjacent said plate second surface, and a body portion extending between said first and second lensed surfaces, said passage being stepped in said plate, said body portion having flat surface adjacent said second lensed surface in abutting relation to the step of said passage, said first lensed surface being convex with respect to said body portion and said second lensed surface being convex with respect to said body portion."
92,4923773,"An electrophotographic photoreceptor as set forth in claim 1, wherein said first photoconductive layer overlays said charge blocking layer and has a thickness approximately within the range of about 1 .mu.m to 100 .mu.m."
93,4923773,"An electrophotographic photoreceptor as set forth in claim 15, wherein hydrogen gas is introduced into said apparatus with said silane gas derivative."
94,4835895,"The hand operable scope ring system of claim 3 wherein said securement means defines a dovetailed member which engages a cross-cut on one side of said rib, said dovetailed member being integrally formed with said mount of said ring member and cooperating with said threadably advanced securement member for fixing the position of said ring member on said barrel rib."
95,4791746,The invention claimed in claim 3 wherein said body portion is fully resident in said passage first extent.
96,5064750,"The method for processing a silver halide color photographic material according to claim 11, wherein the organic acid is acetic acid."
97,4791746,The invention claimed in claim 4 wherein said second lensed surface is disposed inwardly of said plate second surface.
98,4777200,A process according to claim 5 in which the water swellable polymer particles are combined with the water-immiscible liquid whilst in the form of dry polymer particles.
99,4903124,An image information signal transmission apparatus comprising:(A) blocking means for receiving an image information signal in which one frame is constituted by a plurality of sample data and for dividing the input image information signal into a plurality of blocks each consisting of a predetermined number of sample data;(B) reference value data forming means for forming at least two types of reference value data associated with a dynamic range of sample data of each block in units of blocks formed by said blocking means;(C) first coding means for coding the sample data of each block by using the reference value data formed by said reference value data forming means and forming a plurality of first coded data in units of blocks;(D) second coding means for vector-quantizing the plurality of first coded data formed by said first coding means in units of blocks and forming second coded data in units of blocks; and(E) transmission data forming means for forming transmission data by using as a transmission unit the reference data formed by said reference value data forming means in units of blocks and the second coded data formed by said second coding means in units of blocks.
100,4923773,"An electrophotographic photoreceptor as set forth in claim 5, wherein said first photoconductive layer contains a doping element."
101,5155047,"A method for measuring the efficiency of a coal combustion by analysis of an ash sample drawn from a region of a coal combustion plant in order to analyze a property of the ashes related to the unburnt carbon content in said ashes, which comprises:a) drawing the ash sample to be analyzed from a region of a coal combustion plant and conveying said sample to a filter-support in a reaction cell hermetically sealed under controlled pressure;b) exhausting said reaction cell;c) supplying combustion reaction gas under controlled pressure into said reaction cell;d) projecting on a surface of said sample a laser beam of sufficient kind and power to be absorbed by said sample and to heat a superficial layer of said sample to the carbon combustion temperature or higher;e) withdrawing the gas present in said reaction cell, which includes CO.sub.2 produced from combustion of said superficial layer of said sample and O.sub.2 present in the combustion reaction gas but not taken up by the combustion, into a first or second calibrated detector;f) either, measuring in said first calibrated detector the amount of CO.sub.2 in the gas withdrawn from said reaction cell or, optionally, measuring in said second calibrated detector the amount of O.sub.2 in the gas;g) estimating the amount of unburnt carbon in said sample by comparison of the amount of CO.sub.2 or O.sub.2 in said withdrawn gas with the amount of CO.sub.2 or O.sub.2 measured from carrying out the above steps a)-e) on a sample of a known amount of unburnt carbon,the amount of unburnt carbon being an indicator of the efficiency of the combustion."
102,5064750,"The method for processing a silver halide color photographic material according to claim 1, wherein the time for the desilvering step is from 1 to 4 minutes."
103,4777200,"A process according to claim 1 in which the water-soluble or swellable polymer particles are blended with the water-immiscible liquid, the said emulsion is then added and the water of the emulsion is absorbed by the water-swellable or soluble polymer particles."
104,4903124,"An apparatus according to claim 6, wherein said transmission data forming means is arranged to form the transmission data by using as a transmission unit the reference value data, the second coded data, and the correlation tendency data when said deciding means decides that the two-dimensional correlation tendency data of the sample data in each block is changed between said adjacent frames, and to form the transmission data by using as a transmission unit the reference value data and the second coded data when said deciding means decides that the two-dimensional correlation tendency of the sample data in each block is not changed."
105,4788330,A method of treating a patient afflicted with hyper cholesterolemia or arteriosclerosis which comprises administering to said patient a therapeutically effective amount of a composition as claimed in claim 1.
106,4846785,"Instrument according to claim 1, wherein said rotary member projects out from an upper surface of the handle for manipulation by an operator, and said handle comprises a positioning notch for the operator in a lower surface thereof."
107,4777200,A process according to claim 5 in which the said viscosifying polymer has a glass transition temperature of less than -20.degree. C.
108,5064750,"The method for processing a silver halide color photographic material according to claim 1, wherein said bleaching bath contains a 1,3-diaminopropanetetraacetic acid iron(III) complex salt in an amount of from 0.3 to 0.5 mol/liter."
109,5064750,"The method for processing a silver halide color photographic material according to claim 4, further comprising compounds of general formula (B) formed as copolymers with non-color-forming ethylenic monomers."
110,4923773,"An electrophotographic photoreceptor comprising:a support;a charge blocking layer;a first photoconductive layer composed of at least amorphous silicon;a second photoconductive layer composed of at least boron-containing amorphous silicon;surface layer composed of at least nitrogenated amorphous silicon, said surface layer having an interface for contacting said second photoconductive layer, said surface layer including a lower region corresponding to an area not greater than approximately 100 .ANG. away from said interface, said lower region having a ratio of not less than 0.5 parts of nitrogen atoms for one part of silicon atoms, said nitrogen ratio of said lower region and the boron content of said second photoconductive layer corresponding to the relation B.gtoreq.10(9N-5.5) where B is the boron content in PPM and N is the ratio of nitrogen atoms to silicon atoms."
111,4788330,"A composition as defined in claim 1, wherein X is ##STR83## and R is --NH--(CH.sub.2).sub.q --OH."
112,4846785,"Instrument according to claim 1, wherein said needle is non-toxic and is formed from flexible capillary tube extending past the anterior end of said sheath and extending a predetermined distance into the interior of the sheath, an anterior end of said capillary tube comprising a head of increased diameter."
113,4846785,"Instrument according to claim 14, wherein a rear portion of said member, situated inside said sheath, is slightly reduced in diameter and tapered and comprises a frustoconical cavity merging without sharp corners with a passage through said needle."
114,4777200,A process according to claim 9 in which the viscosifying particles are swollen by the liquid to 4 to 50 times their dry volume and have Tg below 25.degree. C. and have a particle size below 5 .mu.m.
115,4777200,"A process according to claim 5 in which the viscosifying polymer is formed from 80 to 100% C.sub.1-30 alkyl (meth) acrylate monomers of which 50% to 100% are C.sub.6-18 alkyl (meth) acrylate monomers, and 0 to 20% by weight hydrophilic monomers."
116,4835895,The hand operable scope ring system of claim 3 wherein said means for facilitating the rocking of said ring member into position comprises a knurled portion of parallel ridges proximate one end portion of said securement means opposite said securement member with said operatively associated lever arm whereby said knurled portion can be frictionally engaged by the tip of a finger of an operator to facilitate said rocking motion.
117,5155047,The method of claim 1 wherein said laser beam is a beam of a CO.sub.2 laser.
118,4777200,A process according to claim 1 in which the dehydration is effected by absorbing the said water into the swellable or soluble polymer particles.
119,5155047,The apparatus of claim 7 wherein said detector comprises a first detector calibrated for measuring the amount of carbon dioxide gas and a second detector calibrated for measuring the amount of oxygen gas.
120,4788330,"A composition as defined in claim 1 wherein A, B, Y and Z are hydrogen atoms, n=1, K and L are hydrogen atoms, m=1 and R is a hydroxy group."
121,4777200,"A process according to claim 5 in which the viscosifier particles having a dry weight average particle size of below 10 .mu.m, are insoluble in the water-immiscible liquid but are swollen by the liquid, have Tg of less than about 25.degree. C. and are formed from monomers of which 80 to 100% are hydrophobic and 0 to 20% are hydrophilic, in which at least 25% of the monomers are both polar and hydrophobic and in which not more than 30% of the monomers are hydrophobic aromatic hydrocarbon monomers, all percentages being by weight of total monomer."
122,4923773,"An electrophotographic photoreceptor as set forth in claim 6, wherein said doping element is boron, the proportion of said boron doping element being approximately within the range of 0 to 3 ppm."
123,4903124,"An apparatus according to claim 5, wherein said control means includes:(A) correlation detecting means for detecting a two-dimensional correlation tendency of the sample data in each block of any frame and generating correlation tendency data;(B) deciding means for deciding by using the correlation tendency data generated by said correlation detecting means whether the two-dimensional correlation tendency of the sample data in each block is changed between adjacent frames; and(C) selecting means for selecting one of said plural types of vector quantization circuits in accordance with the correlation tendency data generated by said correlation detecting means."
124,4903124,"An apparatus according to claim 11, wherein said control means includes:(A) motion detecting means for detecting whether an image represented by the sample data in each block is a motion image; and(B) selecting means for selecting one of said plural types of vector quantization circuits in accordance with a detection result representing whether the image represented by the sample data in each block is detected as the motion image by said motion detecting means."
125,4923773,"An electrophotographic photoreceptor as set forth in claim 1, wherein said second photoconductive layer overlays said first photoconductive layer and the boron content of said boron-containing amorphous silicon of said second photoconductive layer is greater than 3 ppm, said second photoconductive layer having an approximate thickness of about 0.1 .mu.m to 10 .mu.m."
126,5155047,The apparatus of claim 9 wherein said laser source is constructed so as to have a power ranging from 20 and 30 watts.
